id,cluster,label,value
01f105b88f52468f6be3b45927b0534906b13f25,11,0,3
01f13e78ccd6e07aadafef46de8c92509b846cb5,6,1,20
01f2a31456d4b090c2350588842c4f81f6bc26f1,10,0,30
01f84397fe4a8de1d167fcfdad1dbb814588b07e,6,1,20
01fd8ba5ecf7d7cf50963ab2e536a7f0159574bc,9,1,6
0209cbc862cb33b92f4829ed87f77898a9a16850,8,0,10
0211b30dde13f89412367d23baba30e08ec49db3,9,1,6
0218e485c8c3510240cffffd9f2626db15027b04,7,1,1
0222ed58d183ce7d8dd1c4dd618a990cb1a6df2a,6,1,20
022633b41a947740fc2baa0c453e7ef108e6807c,10,0,30
02263f4caee2c46cbe3419f4f96c59e7759455bf,8,0,10
02322203da5d9c4ef231a4eab4bb9ee931d79989,10,0,30
02324ea87776408c6d538c17bd2eea3432b57123,10,0,30
023c9d50201177c6dc4b9b0da1c3d51258a6538e,6,1,20
024fad3d5293c592cca99ebcc5019d5624b2db41,8,0,10
02538501ffa8c45ba533cd44f770833ae7e082d8,10,0,30
0259eeabab5c1413a8165b680de61dd3a967c41f,7,1,1
0265934201a623ebfbe7f18f9cebe6145aa3a787,9,1,6
02696b64f53acb884066a4fd1e99228c211c1a52,6,1,20
02777feacbc8eb25fbab27032d0d86b6d9fbea9d,9,1,6
027ca24d3d19c59a09e51ae20f0c5bbf546393de,9,1,6
027fb4381197aab284190ee56b0967ace2ce12f5,8,0,10
028183a285bd25b712badbc5974bde053fa02401,10,0,30
0281e54802bfc4e9e62e1eb417312f15559934c7,9,1,6
028b3b068f11f9fa5b1c2d0639797d845af70e72,9,1,6
0291e94ace295463fadb497ad07c7730cd564f0f,9,1,6
029518e9d819dfed5201918894d0d2a7b00863b9,8,0,10
02a25543cbeb08818db859b6ebd1560967d27397,9,1,6
02b00ab1e0296b5f745160021b5f6d1d33bdd896,7,1,1
02b02257fad25925d634ace972a107376ffe76d6,6,1,20
02b3151e5611238c58545b73821a87b4285b98ff,6,1,20
02bbe673b019bbb33c238e87f2347624fb1baeb2,11,0,3
02be7d8bb22da323f3a1936f204a4f534c2f194c,6,1,20
02c304560f9088e5ae952dee80be26248681a507,10,0,30
02c6199662aca09eb878ddef4294bf63be69802a,8,0,10
02ca3d17b7d8f92a879b7efa06f0ed29f1787730,10,0,30
02cdfc9445e8e0d58ca1943871eecf8d2b3ae128,8,0,10
02cfee7973df6c81bc1f6656fe272be5cb948917,8,0,10
02d8655e89e6b52eaaecacc11f9f19c4b08a035f,11,0,3
02daddbbc72fd5fa9a04566b18c34e2f6a455931,6,1,20
02dc38f776ca5fd78cd2ded30b207638cdf9c7da,6,1,20
02e138595607a4a2299a107b06c36fc6696d66f8,8,0,10
02e727901c3a161eac3e356b525c780bf823fa46,7,1,1
02ea0ec9ba6d001872498ffb57036edda290a013,9,1,6
02f600ee103adc4cd16de301cce2e672fa74fd5c,10,0,30
03051a7f17a508e1a94f14f63a1defc6aabbec40,6,1,20
031671a96fbf9c0d5112f8a84444fbdc1d22e7bf,8,0,10
031abf47ef0ec389c4e9510d7cdc899fd011023b,8,0,10
03255191b2241023cb67f888cd98d608c6854dba,6,1,20
0325b701979a0294454531279243bdcda583dbb4,9,1,6
03296373fe1086e02f88e5292c9ef852f923d98e,11,0,3
03327e29f21eb3ac1d0453d10f1d2a61038f31ce,9,1,6
0339a91a0552eb374a7e5c0c2c262d9e6178c452,6,1,20
0339fc8bfe85c470edb3215e8e82d923c8d0a837,10,0,30
03409417830fbab8cc2468c4cf6976bb7021f44a,6,1,20
03426b7e065a146ec7acef7413b96b964cc48a6d,6,1,20
03455564003142ea1e61adee5124bd7f4383996e,9,1,6
0346c1a30672f7d399972d6216fefdaea5471398,6,1,20
034b27cd5dbd0424252cfbb6b8dfaa7e6891b2b7,7,1,1
034dc4639500dde62a21ecdb5afd3818532cad30,9,1,6
034efb615fe83a5caa46907c492e7d7a6bb2d4d2,8,0,10
03507e149335a5fb50250d816875ab6075a10a53,9,1,6
035374f69ad2fe29428d2ed1cbf9afc781502993,10,0,30
035b9dd71c60ff65ba4c95b10d91a6330f5af64f,6,1,20
035cb395d53500c9038f5dc785d02a5974d2fc7a,6,1,20
036559ce277b68268cc77317e6a5a28597662e13,6,1,20
036cc45808f4274f411f9d4ed30cbe926a3bd7ab,8,0,10
03873343c88540700a7d5b7374e59aa57628e0f5,8,0,10
0388500363a9b7861949884e021b39aec8249eae,6,1,20
038b27f3dba206285a3dc7e5b6dd0f16571cc5f7,11,0,3
0390616dfe4e0ffbd32e15b754acdb2cef482c2b,6,1,20
039130f987d137bff39a29be785ee6c4a013c792,9,1,6
03a7b39bf322ba11b3c89d4241ccdf5b84a44b59,6,1,20
03ab37294aca3df9ecc96d9473729e285b33b4f4,11,0,3
03b03d3e684a4230f374d07b6c1c5cf9b5c5a2d8,8,0,10
03b693657a28909b4f18fbe56d9f71a0fb02be0a,8,0,10
03bab6e60f47a915191cadbf777e4a00e4ae9580,9,1,6
03bf930a61aae28c8763ca7936095ec8f6423e2f,9,1,6
03c7bf989282e9be3db28cb42cd4302ed2004e3d,10,0,30
03dd763af4c4a84d9446229ea590398ae0e18e57,9,1,6
03e5f8fc2f687413a3d71a819149882452489a62,9,1,6
03eb6419dbc00f44393e4d729c1a424041e966a5,11,0,3
03f00220f986fdd12c22e5d5fe09b2b094f7a970,9,1,6
03fc7ba4d55355a4d1dcf8d6cf801e2d88718a13,8,0,10
040403219d40c854b7fbf06d0125f208828fa31a,6,1,20
0405a90937b970ac7b75ce2c5d45148e26dfaf23,8,0,10
041ba2a12cb4bb2145841e5eac060559af7e5e14,9,1,6
041fc2c27a1e62920b6d90582a3dc3089de8d27f,10,0,30
0421b2fb49cefe7bf6c4b1b8645eeb35e6831971,9,1,6
042285eb05c7da7966c3abbc02153dfc378696e8,8,0,10
042559bdc743c6762787ba1a47a3079e11cd43bd,8,0,10
0428b4cf483c9ad99f662b9365a7a64070f7ab9e,9,1,6
043249c23829e4733ea724811fafffbed8ce3131,10,0,30
043b04862dd2e4cbabee83684514a2df9d41d250,7,1,1
0447353423a4c4a73ff573dbe0e18205e3a9592a,9,1,6
0450be8ac9e84ea6388999769abddbf754aeff5c,6,1,20
045896ea48bd64209e310a5b21ebf1129fd942f0,10,0,30
0460bebcbcd2c7950e7615bc12a5624f27b9cc5b,9,1,6
047353b2dbca5ba33ccfea26bd811c3f45fa625f,9,1,6
047b8137d297f0e5915b6dfda34612e94c45aa56,10,0,30
047bbffcb8d49a225295da7bbbfdde5355f6562d,8,0,10
047df7fb814f7ca18ec41eb46a6bb7a947fecdaf,6,1,20
047e1c0f3808909b99efb3f3af965ef25ead65e1,8,0,10
04884e2c1bbd3d5443c241a09b0aa83f289e953d,9,1,6
04a7703ad28a85235ef8202158db177f4862da54,10,0,30
04a7f1348286b70a13a53d40054bdfacfa81f36a,10,0,30
04ac2ff0754c917e32e354bbb4f212f944c47cf7,9,1,6
04ac4bb0a76c284cf3837c3a851ac9a550d46325,6,1,20
04bbf28e541856f7efecbc7e149a3e90a6cfc771,6,1,20
04bce1fdb63a65b626ca8661e99afd6a73198ef7,8,0,10
04c02e7e150e5b6db6264f21620e7bff730a13da,9,1,6
04c170717f5f28c50735ed2bdd3e5d26dab91323,6,1,20
04cff32bb8d13b471d24e652488d4aa07db56804,9,1,6
04d23cb5a0dcc10ce3dcfdceea113fa05704e79d,10,0,30
04d6ec6877f216a0a601dcdd37cd3f6ed9487e32,6,1,20
04de17732919b464b2d3642bc2515f38287a2729,9,1,6
04e324ee58eb01acbb122f8df68d81a90e3e118a,9,1,6
052655826a33854a762a2b1f638711289ff0753f,8,0,10
052b91daf14dc4f93f66bb252ab4bdbcfddfb2e3,8,0,10
052beffbff595b741998278d3cb2ba4be3c54dff,8,0,10
053770c2a14349f6dd1063ce9bad77104656b99c,8,0,10
053860dcf26d63df92f0cb29aab258261c48c449,8,0,10
0540a4ef040304a7eafecb2bdcdebe5925653338,9,1,6
0546583d2d192d35dabed1cd37bf6cd990543ba9,9,1,6
05482603accfa8f7f543385d95897b0d63d39550,8,0,10
05491ccb17bb6cb5365e3fd3c8fe26ef98c23e1b,10,0,30
054b24027a01be8f302b1ac6ad42ff1068d441cb,10,0,30
054cedb23321436ee708747c18385f2ffc7d7b8f,6,1,20
054fc150141f2607da7dfd49f809affafffae80f,9,1,6
055771cf0becb508437f6e5cc0c4c6c35eac442d,9,1,6
05589290852eb59862a7a144ad574706a61d5f44,6,1,20
055a6eced7a596df8a54fe7a84e6073acd811e23,8,0,10
056c19dab6fdca9d2e70df40429d996c83e2ced7,10,0,30
056e1d8b2d753d0ca11b804240a4315f61a81e7d,10,0,30
057fc2133dd13fc60fbbbad2e41d8cee4015c611,9,1,6
05849f5d5bde243431138d30c203381861c4d72a,6,1,20
058fc01c8f151354a5dc1576988dd424df8c12e4,8,0,10
05947567cbc8cf0613e3a7623af59bd5f7a64497,8,0,10
059847682bcf5b8f34dbb3742235cbf2d7a623f9,6,1,20
059bebd44e21d9d33cca53b23925ab5c2bb7be24,7,1,1
05a109b614377ea910f1898ce3452e35332f8bd8,6,1,20
05a4da540b4065a1906b81d4cda6db893b12f73d,8,0,10
05aea165bc22aa15ca39be1199cb64e4c0b531ca,6,1,20
05b85c8425c6565c1a6d0d7d2b36b3a300ce06b8,9,1,6
05b89d2ecb15c2598672704f499d7a472e6c547e,9,1,6
05b9994268597bccd47c8b874ef229fcf38ffdcb,9,1,6
05c12078f0fe4b5b867f4f48168d01d450ac13a1,8,0,10
05c420269c2e7548db247d4439e174737cbec682,10,0,30
05e1f5640503a9c18b953b79f9c99f52e804adb1,8,0,10
05e4dde183a0b3273ba0aad161076795e291396c,8,0,10
05f4f4f48be23c584fc711a3c67af7c48b26f1cd,6,1,20
05fa71de37a1a926ae21b1467e111f0b9d19ecc7,8,0,10
0600322a8774b01d7833f5850bb06b1552996c2c,6,1,20
06015cce121aa2f021bcca61810ed2e9b623fb97,9,1,6
0602fad6c47f7c482df27f708ad10232d3e48908,6,1,20
060fe112c17c2c22c9753d811116483980ffad39,9,1,6
0618a8d038a9da4dc627f4aeae3f586051ab71cc,7,1,1
061c37fa2af1c4aa4322fd9a037ed264a92bad95,9,1,6
061ea385643508e7fe4005eb5b2f1636eb84c15c,9,1,6
062da63a1c1537a5ac9e07848b419d1d365d8722,8,0,10
0635439aa415c112a55717bd8915a5b1510c04b1,8,0,10
063950a1e92b341eeba319b73d59d361640fdca1,7,1,1
063af827e1c2e64feaf933da842da72479b550c3,6,1,20
064180bd8dde74582d41667b03b7ca58ff4ed17d,8,0,10
064a632968d4cd11b70c689210ab7ed742915d56,9,1,6
065940dd8bfbd0bb79dea35270ccb3a8a32654f7,8,0,10
06637072312bdca5ac3934eb966a9c07254133ca,11,0,3
0666d00decf1162d3a4243ba1f653c453d5e475d,7,1,1
067577531ecf9189287da08018b97e4147300a91,7,1,1
0676fc25d5ca1b9d9c962b275b89de317f33a68e,9,1,6
06781b0b72417985557bc58aebd0e5bb09c17c0f,8,0,10
06807742b271d9eb5c51f4501c57a3107ea3c6c2,8,0,10
0680c2047e994dffeb6bbaee50391fe49048619f,6,1,20
069ec9df2c84c355555aaac5706ad719aeda56c2,10,0,30
06b4fbb8a0f4c2207dda5b1daa9e1ce1636205fb,9,1,6
06b7efd65b9a549b333c612ae9b71b0b63cbf374,9,1,6
06b7f6ee88684a77dde0c4ad18c1678e3b7ea12e,10,0,30
06c7ad8f0f835172659ab6fed25960366c40991e,6,1,20
06cb9d080f709ff7621004c738cab7f66db91c9e,8,0,10
06cbd40abb80060b2978133134a421df48240257,9,1,6
06df16303bbe9d55647b2a3544c2bc5e3e9b6246,10,0,30
06f14ceb26f268b8b30143f2088afb1b09f929ad,8,0,10
06fd1622382b30b16424276b800f83be1b944e03,10,0,30
070bc1dd441787e473ebeb8ea90cffae15180342,9,1,6
070c86995fa6ac318f3f8cbc4c99e6c112e4df93,6,1,20
070f55df18866434449dcc750dc4999fb373b3d9,6,1,20
07250bb33ac190e25777f31209b38fc374b4984e,9,1,6
072ee1ab0454a4368a9d053caf75b919426d45ea,10,0,30
073172b3c5f2abb51db5d1c8d7c0c74f514e71ba,6,1,20
073619121aa9cbbc8daa544dd6daa4227b235654,8,0,10
073de0da98737fd77abfffd120cad9651db0e0e2,9,1,6
073ea559add104c833784730727c8b49ff99a52c,10,0,30
07526ef5400d72029ab82a0eecaf811e3ffa5e4e,10,0,30
075b4a5bf5eb145f5077f1ded713a88a747eaac9,10,0,30
0772149aff021bd9fdc8efd39647c9a6d974a93d,8,0,10
07813a115ab9a5559eb5e9419752b2d94e443acd,6,1,20
07819e6cb6d675709aaf26afdce1d34453da17b2,8,0,10
078862620e957374d7dcbe8c047c474da0452081,9,1,6
0789e20b771f318a05dd31eabd5ccc199ffb64bf,9,1,6
078b94b2e0bfaf213fb318c19ae1831f595dbcb5,6,1,20
079ef3f36a8e211b302e618a23c8f0dd817df0dd,6,1,20
07a5cda2acabd174896d9ef085620687b16ee000,6,1,20
07b2e7000ad3498093775ce071cd0e50e82534e3,6,1,20
07d5234d6becb2af23783647d1679ba961ecc6b8,8,0,10
07d958e3657c96b4bc82f239f6662cf07ca1a927,8,0,10
07e71da2c780f168806d89343841b1491693d4e4,9,1,6
07ece8a0f9cc40501b06128f68b479335b2f3b31,6,1,20
07f56fc4338de8ae1f8dcab020d3cc20cb6206a2,8,0,10
08048a67ad054db5e2c563bf42ead54cce4b5646,8,0,10
08179b0654673c41555e116b471d046f10d7c127,10,0,30
0834e8adf3a6b21693450b0d4a8fc48f7f067f22,9,1,6
083d7e9d297cd2f56cf165198bd520a91ca463a5,9,1,6
0847a968ed4cc9d1c35339aeb3f7b17a6f41b1c9,10,0,30
085976676aef7e1f9dcf90c6d997e5940a57113d,8,0,10
0865686522336a833662bc6ddcd1e5349fb68b50,6,1,20
087cd2987949b98d332df6ac2d9143ed5b7c8658,9,1,6
088cb8505691c761dc5f1749bcb218acc5cae38d,10,0,30
08999dc4422b19ab779052366116dc0724b7427d,9,1,6
089a04e3e0618d98fc2f5f3f1dcce7c559fc1f9c,10,0,30
08aada6315a4c96ae99663aa46f23dd7a8f8f199,6,1,20
08b4250c71ab163a4c743c902034279aa1c9bded,10,0,30
08c01a8e836c4b34aba9031cf3da402fd1461a81,10,0,30
08da03f01f2ced2a1ff7391d861f90461b5c69a8,10,0,30
08e417318770d38e7cd007288def31484f231f51,9,1,6
08e515648bb550107f3fb6c2c9f67889ae68ac37,9,1,6
08e82580e2473cebcce839b6e9e4e829a214cc72,8,0,10
08f111629aa3e22bcdff1a24e79933a2232eb73d,10,0,30
08f56b8a622fb8606028980c510d29849600f480,6,1,20
09068e68a4c8911318f84b55bb08df5dc70cd2cb,9,1,6
0906b656e68ad1accaa44b4c77574512aa76b060,11,0,3
0912b38e19949dceff9a06351b9c5cc761f60694,8,0,10
092133427fa33ddee67e9194a34c6bb3b5d0f980,6,1,20
092ca8de148f333978d98051b20a5a7282e022c3,8,0,10
092edd589c8a4fd701abc11b505b89fac493e5ad,8,0,10
092f084c7a3b73b460e0cde9b0bf56bd7083f81b,6,1,20
094c24f8be92f33e9dc80656e55cd86404dbb370,6,1,20
0950140169ae0e6b7446c50c0dec719e60a095e2,8,0,10
095186540654a19ab2a137babf2803131cdb957c,8,0,10
095a4b425b61f98be1f86ebaca87aeda2003ce6c,10,0,30
095e8483ce535e8be907c54c139a54300a8b3660,6,1,20
096520bebdf24ad10ecab2d3be4f366d8e3d646c,6,1,20
09707e5e78e87a531f477d09a5ea1067da85c1eb,8,0,10
097b5d04164ab04cb10aadea003ed4df86670f76,10,0,30
098482f30fb24e8ed1cf646c5f91dda62f7fecb0,7,1,1
09903f38fa35fb057a1360f8057bb2388028506f,9,1,6
099493cebc2925f8e10e846b37ba1ca7443f34b6,8,0,10
099f7437ec172d05c0bf9c385707a343855a6200,6,1,20
09a19ff56e39373772927b9e803a06acf491320c,10,0,30
09a4d402c8555b68e323d63b358e367c888e30a2,10,0,30
09ad2dba3da62472662db4a5ea69e223b978e5ef,11,0,3
09b50ca70317f0b27f5a6dfa0788a91d0480d5aa,6,1,20
09bdbc762899cb2be0a228352cec5c91e7528783,8,0,10
09c642acd16b6aa94add93ceeb3a21078b1590f0,10,0,30
09c824b696d3e0481fdb6893314a87c9a24b8c97,6,1,20
09cb5a971b295765aa01008b8369d5841ba07a60,8,0,10
09d06fe98fa009111a0054d3246d037b0f54d2cb,9,1,6
09ef4efe41df6993c762cd2443c4236622e93ac4,6,1,20
09efe335c38cd81bfd41088b9122dc3768616648,8,0,10
09f7c6f44bfeb218408a49c5331a9abad0445ac3,6,1,20
09fa2a4075a9901f6805245847c721664d37fc2b,9,1,6
09fa4b5bdb78866ebfb345a915094f20921ece70,10,0,30
0a0079625f4e9451d9c03d6c0a9c54429ad8c7fb,9,1,6
0a0b46086a0a870eacfdd03622bfc3c79705773f,8,0,10
0a0bcbcf9ad5fb6b57417f63486284563ffd872c,8,0,10
0a11a751facce9e024c6be79c22d4924becd3a3d,11,0,3
0a13d7dcf81f930db23017e9bf1e03db7bb6e79b,10,0,30
0a150dd17e0830f62e2cfa2550de36d53d493d19,8,0,10
0a19d44aeb054d22a860a61ad6dc0a89d1b0b5a5,8,0,10
0a1e3a3d74f997f1dccf54b5d623be2d947f6a02,9,1,6
0a228b0ced4f98be61d6fde037642eddb606e478,10,0,30
0a346491fad54629a30c8f4c23d27220755792cc,6,1,20
0a34e68523e077107615e18a5d90f5bae1927d5b,6,1,20
0a44e861639923831a94d9cd02fa3d2648b6dcda,9,1,6
0a547f5e3959e8ab680fdf6b62d89d4743fcb1ce,10,0,30
0a59962059aa54d4b663b7b7265a476622a09d44,10,0,30
0a5e1802492737ca4ef1defa3885873b943fe015,6,1,20
0a624430708238c1bfba93945d90fee6ece923f1,9,1,6
0a636f61b723cd564e7f9e3a449182bc1db9fa2b,9,1,6
0a69aa451fbf980f258e5a0750601613f762fc4f,8,0,10
0a6bd0b879df35492abc43cb6cd8b1bfd89995cf,7,1,1
0a6ead22abd1b14eb22a28b7d54ea624e73afa2d,8,0,10
0a732c073692aeddb52406eb585710a44ddd47aa,8,0,10
0a752eaf6c9e12896dba188fe0dd35b563ba89f0,9,1,6
0a75944b0cd5e16187f55250dd68f1e5ba81a06c,6,1,20
0a8ef5a18c3b661b6140995f7f6f5a093494c829,10,0,30
0a8fa59f9364aedc8cca5e90c001ff01d266fbe1,10,0,30
0a9a4522d36de748b64885f4cb9736fbba3590c4,8,0,10
0a9bb43e89caf0618384f49d31d0a1c607e7a40b,10,0,30
0aa84c9724b417fe7c846170d457196e94d2de23,6,1,20
0aab2c5d7fce9ed3b69f3baddd4ac148d0347445,10,0,30
0aadfd33c4d0e3d225f56d3d262eb68adaf529c9,6,1,20
0ac0a67a1c3c72c29ed82c73a7ebe71b2c59356a,9,1,6
0ad0fe500cb98bb368c67a1f8fd27a42720170a5,10,0,30
0ad51e48b130dd64d4b9805d72c6ba3b01b47f3a,9,1,6
0adc01a694869d8400fc7b43e5374e98ebe196e1,9,1,6
0ae2ccb9b86cc21a0caceb2c90a89d5df12513d8,8,0,10
0ae8efec01e310dfe542276a1a755f49455c47b7,9,1,6
0ae8fa3735aeab054d8caa2262fbc90a6238bdc5,6,1,20
0af28c2f94841e5203c79fa6276aa9ca1eed5ae4,9,1,6
0af518c4e81e30ea8850607d01e755e1fd043206,8,0,10
0afaf7f820882e12516f39f375c2574899966fa6,11,0,3
0afbffeb6567f92441df82a7a13f764b6a33ef74,6,1,20
0b004cee92303bc8ca4af6b72b146a5689e7c3f5,6,1,20
0b03658930ba430983baecd1e79063449b26acb9,9,1,6
0b0a14040bcce87515e9fe1f348c3c7e84c134ee,9,1,6
0b1571c0b826fa2a0dabf85810a4ba7436b5dcaf,9,1,6
0b1c8b139f9a45d041677a35951d1957618807bb,10,0,30
0b2569577645450eb9c83cf8ff04d41a82fcc767,9,1,6
0b39e47c30f04775775e64766976c7ed8ce12c7a,8,0,10
0b423711e906abb60c2d81ff8ed66eae437b4e48,6,1,20
0b4ba98d321eeccec9bb0ae67752ea5b2f4075ac,10,0,30
0b4bedb78419a23e756f7ed406298cfed88dab6b,9,1,6
0b517e1ae18296247b8cc25d9a3a0b16edbcfb81,10,0,30
0b519e0a4e0b11251e3e3d05e50894cdb163e80d,8,0,10
0b5229f769c19fc8432764905e5270af4403bf72,11,0,3
0b52495898ed9e14e514a37b89ce66853c78f8ac,10,0,30
0b53640547003daadb2b1d0ede5274047ada1cc3,9,1,6
0b587d07dfad222dfa6c1ceb0e3d69dae239d49f,7,1,1
0b5af07a6e62d457271e983ca0fb44fc7f6f2150,9,1,6
0b74fbc0cd11655e29c07d96efa95e7a690c051a,8,0,10
0b7606283135e047a8664d88038adc2352f95ab6,9,1,6
0b791e70cba92d12e04361ab6719c7f261e8591d,8,0,10
0b7aaefab901f4cb59995a1548aa4fef8d36556b,6,1,20
0b7f76d378811a24f9afffad6073070afa4335ef,6,1,20
0b8dd6e9b83df9a6d581ef8b6c2d36732e324fed,9,1,6
0b9a03851654a3349cf3905a646df93ea6e0f461,9,1,6
0b9d29d142c639af80d34335055f02b138e4cb94,8,0,10
0bb0132df01a12d4f7de2f6def15256380c1cbfb,9,1,6
0bba766f5918109f0f4d99100a2d966aee80904f,6,1,20
0bbcce5cc73950ae25a7d2aff28e3afc6096340c,11,0,3
0bc2a71379515308ff0d8315d6aaaa4a0520d9c6,8,0,10
0bca739a2e08182c8b495a07d43c7dbf44a4cbe6,8,0,10
0bd4b1968159509a925bbfc4facf491211a6e0aa,9,1,6
0be0dda3c1df742d350b9293348e980378461503,6,1,20
0be2cc7bbb912dc1d790629da931d53770fbc69c,6,1,20
0c00e6ebe5577ee42668de22f80a51a5e8d78fda,8,0,10
0c0e09594bd19e1a7d7f58742557b4740b20e7eb,9,1,6
0c0e855bdbf1638beb4be5f5447aa1b628a056dc,8,0,10
0c111c20384a48a6bce37ac861b4679ac62ae4e6,9,1,6
0c1bea8b20e904e4af77724980d43acc9ad3d74d,10,0,30
0c1c005bf1ca492ef109a6cafea5cd49552be042,9,1,6
0c23f7b8dfaa98e7e7e717da3eff4e1420644f90,10,0,30
0c2471024b56995f5ad8aa0c1ebd1ace062889e3,9,1,6
0c318ab2434bac8c95805ae6417a121cfcf1d9bf,10,0,30
0c33ee519de66cdaf6c23d7a96894696015667e4,6,1,20
0c441d63cbf831b58fc165a909db938dcd21a2ea,9,1,6
0c4d322aeb0d165d2e34bc5403042c1fd52ba04f,8,0,10
0c5ffb09d65a9626f10b6c48c530f0c24bbcf17d,6,1,20
0c6acb89a3b3053284a42ea7a2b9a633adab5e5f,6,1,20
0c7915856e8259d1758dfea23f97d19d9cc8f8a6,10,0,30
0c7a26e29e6a277c4c49c934354308fc07a55441,11,0,3
0c84d33ec9ad14c97e024f6b91cf8d84968f0fd7,8,0,10
0c8b7ae291e42be7ced28426f088dc40566443ad,6,1,20
0c8ca20c11f0ec3e27200e647fbff9448dfe03b0,7,1,1
0ca940174af83f731cfe992e18f94dea9083c387,8,0,10
