id,cluster
0b7f2ea9334ed7737021e6aff835c769b1645828,3
0b90de78f32c45e5467e08945d46b67c4bb7c8d6,2
0b9c638bc916aac188d2ada73ec241f3d5a26e1a,2
0b9fba2fda26db735aef7d01a7e31c657c9f14ac,5
0bb4d6160bd83836be1392c44ff5e1a26ee1bf26,3
0bbb57ac955cb4c83fc139d5cde65afb9fa7fd50,2
0bc0ee360254e009b46606afd997495720384602,4
0c1d32eb4317f7692818001f68bf21c666d1a5c7,5
0c2b855c9bbdd1513b826ebdbd157ee8afa3faa9,0
0c4e389c867a634186b93e511a7d19d2591b668b,4
0c7d4caba9216fec568f8f83a73d88d43b357916,1
0c9bb8db86ab472714c5d036418b61e833139cfd,0
0ca6925d7cc340978418c9b577622413267d5ecd,4
0cdf2ab46792fa404282b7d7b17ce97d0245f85b,4
0ceb33bacbc1bb71ad1ed2fe3f4be9ab353d5049,4
0d244afbbec97c5be131e9e6d0bfddc98f93edbf,4
0d605dc9988cabd94f0df587cfc60f027c004448,1
0d7177eb500bff276daefe3c2c0413a5a6e3de5f,0
0da2b7049a854a2e0defbd81e446399f4dc28ac6,4
0db596814179456485b6e076cdf789c293335892,5
0dd65a097ac93da2a58262d9da6e7cc88d44dc3f,3
0df597f1906175f01b99dbe88aedadff9ea361b1,2
0df8649a67cf0a3b2bc210b7fec0b494fd8f32c8,5
0e18387fb4e96b3e57315f8561773427a5d57245,1
0e5a46fe7b893f602e27620488b7b361e4e2b718,4
0e5cb8004169f0b97940d8d25ccc3d1c6441ec97,3
0eedd1a49f16a78dde1ddc7c0b03354db69d5968,3
0f2298795361a85381c1d53a98458803fedb41d0,2
0f4ca92dd6f3da4f56869ce602c8f631dead0ea2,4
0fe5506628fd3987b2e4d88defacaa1a7c4776b7,1
0fea9e85086743369cc336db10142a4fe57ac86d,5
0ff83a6260b69e97e894b23011674c5a22360f1d,4
100f8a123f6fb221ea87371cdc55da5aefa55549,3
104f93aa0b6aec34df30a71a9f94c9e37fee4ff6,5
106834dd258ae0dae334d302e7a87744ffdbe180,1
10ac608c4bad5b03e3d12503166661cdda7ac3e4,1
10fcc0eddd646cb5f5b3f2ea474dab00f0cdd43b,4
10fe613718929302a0afb1cb17063bfe9a318c3b,1
111129f7cf86b4112fccc711c0f160aa065fab49,0
1149795eb7b832cc64612d9f3bb78ddd11a1a79d,5
116c7ec81c83162f6dd62d714b9d0ef26f5cd494,1
1176feddf52dbce54c45160a754cd49cba99c66b,1
11ed07d4154306bc3408025fcc3dfeed23877121,1
11f3662ec2ac17b61d4ac8e2afe220df98ac3fad,0
12341d6d86eddb110c5a1bcd0ff57a2a63f14eb3,5
123c4a2540e136711b89cb2ade9eb66942d95eeb,1
126d0eacc781c450b9f598dae9d4c5a37a094210,4
12bb736b09cb9200e542ac993ed1892d071ffdf8,3
12c1f54f3fd2d916f7a07086a854d2989838fac7,2
12c30cd3f64dc22dc9ddc12ab901b4e3e21d8a77,4
12fb128f660cb26d55079a2b7258046e69ff7964,1
12fb152ef5a074fe29942a1e48cd3ffa2abfa1f2,5
132150687234d81330bededbc4447454396d1aa2,1
135b71b5f9c9d3504b8a580afee0e9ea09f0aa6e,4
13818b0f7a75a9f32ac9c4abeab31bcd95689b27,3
13a817e6a149a13a07677f6b9545569b8d9228be,3
1464c83d09e74799f639cd1b100cc048941b018d,4
1469ef19451b127e244714aa20c404d0d787060d,2
1471a4c2e442ed0609413df8c33423f850a1cbc2,2
148167635e419f53a4a8b5e4f0ee602393de5f9d,0
14ad1d14145a2bf72a5ae92d2f71772c42c26b92,2
14b5bbfbc5ebb6a496a265438bdb6e435d12363c,1
14e9b4586217513f356989c63b285877b253f65f,3
15203196cd712c7c93fe63cc97fcc5d7fd6e9fcd,3
159f4db57fc0ca6e39de954b4ef439e0c4de2a1f,1
15b2edd35d312659b5e614ee7209a3951f981669,2
161d84ece926ad2e2dd5ca7603f17e1a473d3061,4
16472c1ac0bb7889275e5201a5665fb719e0c989,2
165f6a9d55fa7fe273e10b5adbe1a544e78a6cf7,2
16762e2d6cc92fb23ee7f60c7caab25fd2fe7f8c,5
167e8795a52ada22caa6bb9474c02c8528e41a31,5
16abb4ac9b3a224d9cdcbcdfabe324e7981bb6ab,2
170094e72b947b569413d7ffc2be78adfe52e9e9,5
170c5693a5c576e3f773a04122e76068dd132d68,2
17897783ec6bcda57d18bce9c4b12a987d7fe166,5
17eaf5852b3d067d5583438c69467d6dccea9550,0
17ef88c1f9342219e3621aa05090f0a5357344d4,1
18189aa06174d9ff5eb7227fcd6c6f2151cb0062,3
189c4a13dd295033fa5f27ef28cb4fcd416ddef5,4
18c70661d61ca9dc365f81c103bb22d29304748b,4
18ca8ace7c54b9a0fa3f6bd0fd24f2c029a966c5,0
18e30975c72d92be420d1e780c0cc6bbf009842b,0
18e88ac45596d096011d53535ea7d0d09bd40e45,0
1921ae1dd7b5b6b6b709761cea8483d1ac602271,3
1925c472ec19cc37b8d05dd39cc8082534a24a55,5
192d5484c56bab5cf2118c96fcc8f9f625d464a0,2
195cee1787abce9685cc3d8a3dfe41ecdd767e3c,1
19f9d58431b6a9846e1cfe3d5808d5c922d7adae,3
1a16d3b20c3a94a407e9bcf73fc7cccdfacfc75c,2
1a519d0d41e5c950b81945f59ca300c8c262c2ad,2
1a838a79bae41f523e77c6283b8d48d640361bbd,0
1aa237c0928427ccdde877d3a40c4e62db6dcd02,2
1af8352232258fba172ca3d6362b9aea0a8840e4,2
1b1ae6ad98dbe0beb95568b7bcf8932e3e78c966,0
1b28f7e566e52c4ef20af97d28251d85101af13a,3
1b58762580050e50d23af38edc561b68b00c8197,3
1b93eee095fa4184be9b19f37639425d36deb139,2
1bae2dd2d7551070ae1b44270e371a8f23e97593,5
1bdcc195700eeb5b5500064855fa01e103581f4e,5
1bfcdc43c1c3004d653b64928e3d3b6fcf4018ab,0
1c026bf8693db3af272e27ef75c1b9c63bab5be5,4
1c05feeece98be0c3fb6211566425a0d0676305a,2
1c3d88a1ffdcc53577082deec4dfa2a95ed9ad55,4
1c52210191f4bd70e2a829c309dc7baaf691a8ef,3
1d8135f2a8522f8db7c04c4d5bf201f2f2ead86d,3
1db55d09700417390dc845d21c1f2c5fbab450e9,2
1dd641e3ce058aa2294c56fbd5c185298146823e,3
1dfc218e5b3d65763f59bb0646bb5a1ca4c04646,0
1dff5652d2d7c1874a75f8ead4ed5ef1cd6139eb,3
1e08f1e9a8c611a99034900d7e71254f3e0bb0e9,4
1e09105107dfe52025a6c1053f58272af31b3de5,1
1e10857416d783455745606bea039a1d566f8e96,4
1e45c30670aec6ce52ade04cb25b7ab631dad90f,0
1e6a2023e2269f73fbfa6e1adff57fe356c7a47f,4
1e8120ccee7554528fc7c54cbd5bf90d53bec60d,1
1e82b654b8eb2302d9807fd85275a2626cb7242d,4
1eae98c8360d4c208d05b85ecdbb33f71bf12c37,2
1ee937270de2993da43506e0c8615bfae80d294f,5
1f376db0dfecbf95de1f2e70f900a3e1d13a2b06,2
1f6241060bb63ce83fc346d7d1e84500409866bf,1
1f648094c2cf805837a8cced52ff0f1c804780aa,2
1fd04508b13f9b278b59d8351d1b4a4ce173d3fc,0
1fd5df313dfb07b775f4318286772f827b21fe80,1
1ff5389b3b91cf727db4c5cb3eb96f25e21c339d,0
1ff57d8ff8ddac3858253e1ec0624d34d52eb528,1
20418524b2382d607390a6b102b0ebea7f3257d1,0
2055d45c9a8a527d50606126f97777f231746ff4,5
20a9810faa5fd40893d9855b07531bd152e339db,0
2103f6d2ab7ad409b6892de851b78a62ce35ac33,4
211e1d9420faa20705eb626304fccf61574f3994,5
212a01935be7edba3bd79ca01c1b498a119f3246,1
2136092c7302ad0120b845168759ff62c7c35dd9,1
214e38239e2dec8b69c5e43063d2a41ef72dc4df,0
21c47f62d1f25562cdb19ed84ea41e69cc1686a6,5
21d80e1ba6110b21a5af63875e5c17ad3a0de06c,5
2210701840a642e4bb1bc4a01854481c752d8c48,0
22740ecc0518ae7e6c49522f2f77d882665e9c22,1
22be1468a7e19a871a2bf5e15320edd54c681881,3
22d2d4d3b36b0c9925a127c73a8b6ddb8fc4b227,3
233f53af48319846a8ce34adbcd24dec99792cf4,0
2342aa2769442fcb869a5178859906ee81493f8e,4
234ecb619bca4523ea4167f0afe51a9ac289b85b,0
235a5f6cfd291c13cd1ac18e91573277a2e8fc3e,3
23d76c20de99f0543cece7fa1893147cc7a46ab3,5
23dd0c5c74a3e92def62089f0b1ab317fb475c24,4
24a472671106c22c2d6217441948595c48baa05c,2
24aa9780e1e62ba5a964277f6f58d2eb942928a7,2
24eb477b93f25fabe002df4016cab2396307cc8a,4
24fccd3637b6b14272dfedf606213c389f5b90b2,1
2517f6a16384181239357d0ebe25817f3f77d1c4,5
2533a75019c4db6e34309c268d631b20882fd5f5,1
257b2d6250263096e68ad18faf25bba1e7e641cc,1
25b1be8076f0de46232bd46a9779ddd81b5caa54,4
25b6d233115f73d0a9fe2d0cc41daf71924bcc19,4
25b88ce24eee1ecd417582f95b985d2e8a381fda,5
25ff691113092f550678d57ddf8fa64a54e815c5,0
2609b2040f7aa906a42bfe995c92e5ae58ed49e9,3
260cbb1ef1ff886c066adb964ba8aeff8211c5f5,0
261f4577c92a25077720c33122fda0c03fe57eb0,3
262dec7b54faa544af2f21737224eb0a2fd707db,3
2650094e200580c6044ae65db32b9be8c352f40a,1
266d3763258d460fed2cdaf59d6de7af79b2ff1b,4
266fb37c0ad5d954e8355b1423b6961a2543c134,5
267d249434f722f379a15b32f88a85caf957aba1,5
267dfe3e74295574846f06cee503751ac2f1583b,4
2685fe5daf3ff887ad63a75fb5b78a550e9e8069,3
269d34d47a58ad0980295ed294237ed2cc1b977b,1
26cce163e312efea37e296f1477429c1ba19351c,4
26d9df71df539fe292822f18ea8e070122b150fe,2
271849290c7c0c6f5951c12f5f33e726f50b7506,5
2745e965d5fff922f230b16c09f2dc27f5903693,1
2772d213953b089f0b6060268dd85499e8bf8e3a,2
2786388c5b2e0c3ea3e3417803b39c7919210fe4,3
27886b46acfdac9a01bdc9739dac765d1d022ef0,3
27a8e95921232e9e61e679836101aad2d15c9a5f,2
2819646f6c665b63a7eb70e4f5b2bdc1ff0f801c,0
281add16fcc796a5811df43e7f17d9d711c97605,1
2876a4f96780b78788d532f01db482b2ad8b9097,3
28cea16b8435fc034e80e24cbbbfdd1b12e4c45b,5
28d247855f0558274233e891bc26fb67c44ca8c0,5
2939686139fa18d0fe8bdbf2085cc665c909ba6b,0
29b87e20024c5549e4cfe73e10ba10284c2639ca,4
29d87e2f21436f7770d170d9b07557de815260ba,3
29fd052a0f48ac3ba8714235686601831f53d3c0,5
2a0b69dee90302ee58f568f8453c4a99802248e4,5
2a1732ca71e44a3c438bb99919ab8b9a487c4b6b,5
2a1745777df28343608465de6836714b05657098,0
2a4b7eb4c932f8ab3aa1974f0fabf8e4ed98073d,0
2a72d6c52aa5b5c3d822d2492e731f36b2f6bd29,5
2ae5d67bf1ae4ddb8c8e3588dfe915151e66aa03,3
2af0cd43744b782634e4541774744311cd4b38b0,4
2b93af99d2056c750fc6c7ac9012cc415bff5fc3,1
2ba29b443f04de40a0eab2d48c8ccb84a5014021,5
2be24fa6ee435a4602b348b11aad65b8ecdc496d,3
2bf071aaf23297b590b8cf3c65cffbca7c0f8b97,4
2c04bfc774f93536ceb093313f8eb79ab65d01de,3
2c0d6726ad58b8b51d25fbf426cadbba9a0e5f65,5
2c1a9c379519d1996b8916bf99e8aa669a5db3dc,3
2c5f62eb55d6b7ddfeff6c075e15858434e81846,0
2c6593a0a61e7a8a48e185a43ef995500d207154,0
2c705d2db6a78e0177ea7a523d01301c844fea67,2
2c750116104e7340055345db197d83ad8ecce5d5,3
2c7884f5da696940b8731328efd5e31dd03e2a18,1
2c79237459e6d5142b174337e464245f77ecd9bc,3
2c9119ab6298fe401ce47ea695fe0d5e2bc8f12c,0
2c96172fded289c8a48b0d82b9b8a065673da3c2,1
2caa5748f814bbdbc64f4db43d7412ce359a777b,2
2ccea14c63174beaeaf46fc95e216532dfd1b886,0
2cead8a6c25e424e439d2ac7019dbcb245e2ec71,5
2d0400a892b18e53e737d964b6c7254930c8ca3c,0
2db59b662511352ab376ddd4c8143b5fd595c5f6,4
2dbbe55dcb8c1e882cdd40f9388710f5145967e9,1
2de809591f062fdaa6ff10cbcc8ef6cbce591cf5,5
2dfcf7bda4731bcf658bb5b210a4bb8f6bc3d38c,2
2e3913f15d9b79e7ad5a01e53b1e5be10834952c,1
2edd4ada58050e33a817f0f15b8821c61f4c1793,1
2efdcce50164113846ee4c6f523905d70dd92b29,5
2f3976893e266509756146b3bf2b19cdf4d17dc1,4
2f5f459a4a1f8f5943bf704c1f18399270cebd59,0
2f8664ffbecad951510eccd08ca9d41a9fff0f9f,2
2fbda22fa1ba840d06668b8f2b0a11a632cd9409,0
2ff2358ac7862a36c9dc127e97f6df4e3a3dd9da,1
30135c86cb8ba85e628fb637fb7ce00258ad4583,4
30292a3320d4224b1eb5d60dad1be0a57a4472e1,5
3038042a0be5808f9f91f61162b6f74fcac49c67,5
3057f36aa15222ce719c1c13a74a286c077cacfd,0
31083bb088036f24b2ae8d7856c1245e806f88b0,3
3109b2b36b435647bb5de0b98b79da873f64fbb1,1
3129b5a234ace64dcf90bead08df83523bd724ee,0
313fef9844c9fe9b2c179a081fb76bee14f6a9dc,3
315d97d45d81d4286ab4313a0be6e89ee3abaa13,1
31fcc699912ad04fecac41db498588905aea931d,5
321cdeb6eb167b5fd816496d10add2fb16dd6789,2
32bb77b0c8595aaaea5fe94b27e669b2566bba8d,1
32c472716577a583adc9ada9eaed2df3a368de0b,1
331a9ee004a8f07edf8ce644fe3d85117ae9951a,2
33215f66ba0b76093e51781656d104e64d443be6,3
336f743a8e5f5a582372c9e7dddc1d0f522ac5af,5
33727564affa1ff90c41de7a7b606297c89873ae,5
3398bf897973386ec8f295e425118298a4408ddc,3
33a60126089d0bbae39da3684a4bd2451f3bcbcb,0
33df45a55e2d53fb9af580bbc0d75fbf79c66614,2
3404946424f570d2edbd73a25ee9b9b7a2a3ba9b,4
345635c2d7dc70f40a990fdd829d0c083d41a4ab,4
34575e95ad16032223edd93ed3736d7d5be04ed4,3
346f44592bc3e2028704ae448252a68d7c7fbe85,0
347a1ffb49d0834d2961023c55c3121d337ab4f5,5
3497134de6a588ae57f0e0e778df0956929220e7,4
34d5d2a8e90cd0ad2bc3a04c373e4ef5cdd497ee,5
34edb9c39020461271142a308b73aa150ede65bc,0
350c18bbd41cc46e40399cc799f72e1903b82ae7,5
3524852f70b4dc4015b2f7e9e3d5554274dcc4b5,5
3527a50680926bb917b62fc800452ddb546866f6,1
3574e4825c98cea8c030d2ff53f56266fe9c3420,3
35b754128d7ba027f98d24586a359f56ea05dc9e,3
35e47bc9b33ddf2efe63d450a14bbf70601293dd,4
360440c10330e9a905fa1d6c5feba2aaaf98f188,0
365c075cc38b06f79be803632963407b181ce92d,2
36642801d5047ec6267df68720f98769f95a3e8b,5
36922d3a19e22ee6f6f056df66cf90cb00ca47de,0
36c65f6697eab47cec88bf884ce656a11190731b,3
375b1fe4c5a5a4aa7579f889993ee32209956c12,3
3773a854cf52633c5c8edcc690eecf429e444958,4
377403d8306bb9bd4ae42c15ad03c3f4bc419c60,3
377bb567d539f33c686ebf46ca7eee29d52a933f,1
3797aa78ebdde9451bc712174153a3126a0e3208,1
38411ab56bd3e969761ad21f89beda3bc29bb422,0
3875f013d1c273ebf3d5503a89d0c18b8d06c9b5,0
38bf1b4876b61761b788c50dec7749d5e675e8c0,4
38e506faf4cfbd7e468c200e384f0b0d07fa4525,2
390983be9d3801f1c92a72a45bb8abe85a994f58,5
39278864b4ab549597d5273afa1611064c51e3ae,5
39783429fef472ac882d8fb5f16a683ec0719fff,0
3a0ae51dde7ad60d6d4694e4240d0068b4edd03f,4
3a7d9c7013d3e637fb12f21bf068d1de346c061a,2
3a8a44bad74d182aae3ebf9e6bdd8257176708eb,4
3a8a5b421cccba7beadc8f5d3b3b399f37adca11,3
3b03b6b1b17157a929c434781b946f99663c6114,4
3b03c6a6a0498480f95d88367224fa152d989492,2
3b152d6a85eaeac290b26007122152c958e429f6,2
3b449478c2d443afec54e35010fbdabc450f3aa1,2
3b96b811c542b9270788031161b81020b502bd12,5
3b9f917e9eb38e7a196b65d8a183ced8d97892af,1
3baa5f098e5fbce49725055cf041289d98480f73,2
3bc78159fd42d7c4ba4ee8b0d2d4966bdf7c8623,2
3bd6355d60c9aedf79465f8de003f779ad450d5a,1
3bf3ff655766a9faa479267533ca37d366866eb9,2
3c0cf8806e3893afa56c1094f5c63bfaf612bb46,5
3c4b6b1e5da7b040e545dc545adaf6f9bbec0e19,3
3c6d35f60899510a8fe359a3d234072e8b29980e,5
3c858ca9b9a43558f9bdcb1bc3e038ac159065e0,1
3d37119030038c02f0b4c6e051e30bfbc34e63f3,0
3d568e52271c262d87e34e6cc1d6dffb4c420fba,4
3d68d55957bf6b3ddc190f7736a24d395f554069,0
3db9ef99cef02f01acffad1524f449a6039dfd30,2
3dd8f68effeaac783d06d08b2e048bed569067a1,5
3de514c391610aef0697a22f4e56f553c125238b,2
3df35d250bc9694bf68e6b23acca881e378247e0,3
3e04299754b87e06d212d621198f7ec7faeacff1,3
3e2617339eb0fefd647ecb593fb603ee9941c410,2
3e83296e261b87dc768518d904d0366955be9115,2
3ea64e9c143efc1b3752cb10db509674fe594759,4
3eb403775f597f48670f0eb8a38cde306c48e875,2
3ed32126a9ddd7711433a7203e49b0def9bb3bb8,1
3eeb535b562d2e3a13b3e1de2b6413ddeb42b511,2
3f2f12a18b0863594846e534d3657bf8eb1d9d74,3
3f39b3fb39184fc92e457b43386598d4d5fb991b,0
3f48634017d04f9d219e487d9be145754dc01e6a,2
3f49f77b7d2999878995be4fea9c455d2fbbe132,4
3f61b53a2277ca74c485f46bddd22c0f4ea0c7ad,0
3f82e470ba5b24726fb8063524e83186f11ddcce,0
3f9c8fbee881afbea1a0aa0da299c87d9271c275,4
3fae149ab0f4aacdb3942b45d32dd71a0419bf1e,4
400f686bd6b834159b40a2df5dc2a1fdb79648c9,2
402cba852c7c4c217cac4748e38938b010127bd6,5
405f33a347e161c5217126a09ffacd49d3a355b4,2
40833c77e6827ecad0cd79a1c95ab3be9f486297,4
40949da91d4465721db9ae41789b8c8c9b990822,5
40a5b5d18168b2b0d4ee2b761d6d16cfa8843a54,5
40bbb10cdfbd2f01bad2d3bca99351ff2317a455,0
40ecc0630099e085aae38d377320afc0d4bed4b1,3
414cf18471adfe26802196794023a987131da8dc,3
41569f42d3ba65990b004d10cc5049079749d683,1
41afead672466b204f85ae466cbc33ce4604fe5b,0
421337aea07b9542a910b89fa389a32976a28f23,0
424b57950c8838b1bff0ce1f5329816caddd1d67,1
4263f887f5301e5e2a982dabe42e1525c56f385a,1
42accb5a89db0fdfc3eeb93bd1f442e83094e6ab,1
42d255482b482cb19dbb62e73dd4c8eb7d4d5f8b,0
4359fdcfb4c3bdd6c0c12d37fac020602375dfaa,1
43823ef35d72113c673ddaa4c765498e01f4cb0e,2
43a0287b79247af3fb381eb0dc90579638b7d181,4
4405d736ee1b04bb7332bc09d1d2b41a11b69877,1
442b17dde1a1f19eddd12d5741adf97eb609a017,0
445027442c6c5026f16c98d1ad6db02d517d47ce,3
44687a091b5004297940e0bd3389b018df681a8c,1
446b34397f9fb12fc16edeacb332a8be408af7fe,1
447533f3f90f5d2e767984cec04f20b873be6591,0
449ed007cfb4f11c5ea61ef6460809df25a89a71,3
44a1f7ab5efa72f24aaad7446cfaf0c51575b7c6,4
44a240b8fa6950796caa30ea7fd250f88a991746,4
44cd44934885b64f076eccaa413291c548bdd5ea,5
453a1620e659d86907239323e2858834f77c47c9,5
456a37cb9b58c291e4533c1407354ef8053407e5,0
4579e698c273c07b2bc0971dd7de1d05782bc805,3
45afd1acbf58d80cb2fb4680884befcc11a8f599,0
45c4e20da2de9d9720e92e41016f2fabb5ea0caa,5
45f4bc028ad7c66a54f0c316a5c9ae25fd6bdbd2,5
463429c941159a2f9b25dbb267f5906f401df987,2
46a53981a61fa116ccf05a8b83874f684203e728,1
46aa69fe303e24889a13779b8601f180e95b8010,0
46b994cb5e752c70cc82b363956ca829798b7897,3
46d5789a5bdcb047343e7870120f100a1b2bce99,4
477742f839e72bf8b1269ae33dee05d0807816ff,1
478356a3bad0f16979efe847667d57685b55ee17,0
47a9fe539786e1285ba96ed9fb6e6d78d716c549,2
47baff216659d41d87bbb44c5b856332f1148419,3
47beb59eafe0aed1b5946f23f97295cc8a8cb607,2
47ed4f7fd05cf0a9330b64cfcf853366570f9de4,3
482183d0487099d6e54eb771c7c4f2777783babf,2
4826b1b2e252777cdc7c26baea835e728eb78224,2
4841113a255f4d615cb682ad8e3e37b85f328850,1
4869c66556224ad71125f61c9f34236756e08021,1
488caca71da221550bddeeb9b1cbbf5de348d537,5
48caa5c801f33e250ccc9151ba9aa1f8f3a28a76,0
48eb3a1604e3ae010e8bc43a2458e5f3df12b151,3
4906da05fcd2a132ef5b98b2798cc2907e554ecd,5
4914909b9b1f21005e0a24868b89ed4523bd0fde,0
493e2ec291e57b7564fd90b16d80662dcccca6c7,0
498c4c610be27367acf56f6259f32b8d282d92e0,4
49c6a903730018d49b5232f78ecbe0ff4f93a5d2,4
49caac4a81475d3cc821689ad3cc2aad2a0e36bd,2
49d386bf8f312319f80a74112809c7fb590c71b7,0
49e57982fff98964911fc28bf17bcd7c5e7c2fb3,1
4a3928d00b7e46a35878601a933ead327ca60dfb,4
4aca6ba5890f5d05c51fb48f97bc2ced617b0793,3
4ae795290649cff6336866bfc69e87665c1ee71e,0
4b13cc4f7817722e4f76284a148b0d6cd01d79d9,2
4b3e0274c79d4507d6f5fbbfca80dcf1f2a8915e,2
4b6176ca5ee7b00872125d24b84e5224d4e6ac7d,4
4b9e9319b81c733d84d56d61c818a707721cd86a,5
4bf190876cd8050a4c7e52e8ec520f7280b353bb,0
4c15e0a0d9105b8e0b9f079dfbed44d69ec7f89e,2
4c19e8c644b1c14e1ca4e5e6837ca2245eff8463,1
4c1e1e617c42acd1bb022c797384d93f86effecb,3
4c552c7c824648067f797fd9d5e300e7da5fe23d,0
4c79c8af6cb9f2b3bcba310f456a2f6b3455908a,5
4c809f1ae8fd0790f7d9e8f16c83f058d1e3aa19,5
4c8d3d3ba83a2885e7f54e8e548bdf1edea548a7,3
4c92e9d86c4a24cc28f8d95eb366bf3757217069,1
4cd902c033783fd78fc1c0effd78c996e9e48e5f,3
4d39336140867b7acbbf4f01108d85b5a3673b4e,0
4d6b503630ccde9c93e951cd76b28ee4b185b6b9,3
4d743eb8e96592032a488d3f48ee872a96b9598a,2
4d774ea44fecaf232dba26d5b6c698d21253986d,4
4d90260d1da985e790ae4970c75c07139736d72c,2
4d975a96bff8c4cf707df6b01d0834beadab63d8,4
4dcf2d68eb39c6cd83bbf1305e36298631a8c669,3
4df84e269ee8a0339c5e1458e10b90fa2232047f,2
4e339b870e777321d2fcf6ca8a0d24fb04d76d55,3
4e36470590db71d954719cae8ab085c533689544,3
4e46e2f19c9e1e50afd6df84bd2f901421756926,0
4e4bfeabb7c6504d70fc59ab3ce638eafb2d4ab3,1
4e51ea22c6240bd3c2a301ebe89ca625fe3d7a48,0
4e6c2dcfeed9b8c5fed92d018339d3a091b54e8a,1
4e9f0d4595e26ee247c26c34986818542ca21739,5
4f14da23210f399c4bdcf29d4f8fc1586b1b1a90,3
4fac59b591a2e1013310d95cf96d0df165da07b3,2
4fcdfeb0813e94e36a88100607ead25a896f7b80,0
50082e3f37e4fb33e461f772114b28661ce6298d,2
503ff88ab79a833d9a64535e537acc2d2e010676,1
508e797b0658d4e3f39fbf093b4e49a932dfffb8,2
50c85cbb84c212000bd512c8b1468e159b4a8a02,3
50dab6b5e53718925fbf188de62283767a4d63f8,2
510505636b14833eb209c978d6b20f3bb1b7f760,5
51129a6af36d7afdda9552b55e263491e17bcb28,0
5124773561853d478813aa90cb1e4ed6c141ac6c,4
